,0
0,2.354501247406006
1,2.354501247406006
2,1.2043243486914434e-06
0,2.43034029006958
1,2.43034029006958
2,4.200459216008312e-07
0,2.369507074356079
1,2.369507074356079
2,2.9399041068245424e-07
0,2.3811986446380615
1,2.3811986446380615
2,3.5327479963598307e-07
0,2.331981658935547
1,2.331981658935547
2,1.4730603936641273e-07
